base,W,s1,s2,s_eff,ext_pred,qext_pred,ext_meas,s_ext,qext_meas,s_qext
circular,0.3516484577556115,0.04316900099016935,0.05465806531162654,0.04891353315089794,0.002599752870406924,0.6366574665355099,0.0035716671559071003,0.004130623395221645,0.6989220780700368,0.3014426958314836
linear,0.20265933053185134,0.04330689419738885,0.05469586807644853,0.04900138113691869,0.0029972522518322275,1.283652072691679,0.004012454548645256,0.003877573715933816,1.0996711720287031,0.8773697133209427
