medium,mode,slope,rate,T_total_h
Homogeneous,estimator,0.4655532426212268,687.8334385627152,0.2322379361197252
Homogeneous,analog,0.9917400450603833,313273.9923206595,1.4523128899377793
Mixture,estimator,0.45074167672899873,74.11546572508082,2.648596740789722
Mixture,analog,0.9943152712550679,300343.63123373647,1.516894731763332
Bilayer,estimator,0.507293161636419,289.95606527911053,0.7471884215011111
Bilayer,analog,0.9962125750488003,94580.80585096886,4.819171799397773
