medium,ganancia_FOM,T_estimator [h],T_analog [h]
Homogeneous,3353.8034599847842,0.2528310917603955,847.9457903377448
Mixture,677.9800533628928,0.43944707450897164,297.93635102575973
Bilayer,231.76564962199723,14.529356403847967,3367.4057255273497
